MMPID	CHR	START	STOP	SAMPLE_ID	FC_X	FC_H3	FC_K27	ABS_K4	GENE	FC_EXPRESSION
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RNU6-1100P	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RNU6-1100P	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RNU6-1100P	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RNU6-1100P	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RNU6-1100P	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RNU6-1100P	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RNU6-1100P	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RNU6-1100P	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RNU6-1100P	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RNU6-1100P	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RNU6-1100P	0
3	chr1	13559	14480	DL487	0	0	0	0	RNU6-1100P	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RNU6-1100P	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP11-34P13.9	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP11-34P13.9	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP11-34P13.9	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP11-34P13.9	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP11-34P13.9	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP11-34P13.9	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP11-34P13.9	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP11-34P13.9	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP11-34P13.9	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP11-34P13.9	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP11-34P13.9	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP11-34P13.9	0
3	chr1	13559	14480	DL487	0	0	0	0	RP11-34P13.9	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP11-34P13.9	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP11-34P13.13	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP11-34P13.13	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP11-34P13.13	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP11-34P13.13	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP11-34P13.13	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP11-34P13.13	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP11-34P13.13	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP11-34P13.13	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP11-34P13.13	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP11-34P13.13	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP11-34P13.13	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP11-34P13.13	0
3	chr1	13559	14480	DL487	0	0	0	0	RP11-34P13.13	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP11-34P13.13	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	AP006222.1	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	AP006222.1	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	AP006222.1	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	AP006222.1	0
3	chr1	13559	14480	DL191	0	1.254	0	0	AP006222.1	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	AP006222.1	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	AP006222.1	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	AP006222.1	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	AP006222.1	0
3	chr1	13559	14480	DL397	0	1.126	0	0	AP006222.1	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	AP006222.1	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	AP006222.1	0
3	chr1	13559	14480	DL487	0	0	0	0	AP006222.1	0
3	chr1	13559	14480	DL3B538	0	0	0	0	AP006222.1	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	AP006222.2	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	AP006222.2	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	AP006222.2	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	AP006222.2	0
3	chr1	13559	14480	DL191	0	1.254	0	0	AP006222.2	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	AP006222.2	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	AP006222.2	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	AP006222.2	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	AP006222.2	0
3	chr1	13559	14480	DL397	0	1.126	0	0	AP006222.2	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	AP006222.2	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	AP006222.2	0
3	chr1	13559	14480	DL487	0	0	0	0	AP006222.2	0
3	chr1	13559	14480	DL3B538	0	0	0	0	AP006222.2	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP4-669L17.10	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP4-669L17.10	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP4-669L17.10	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP4-669L17.10	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP4-669L17.10	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP4-669L17.10	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP4-669L17.10	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP4-669L17.10	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP4-669L17.10	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP4-669L17.10	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP4-669L17.10	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP4-669L17.10	0
3	chr1	13559	14480	DL487	0	0	0	0	RP4-669L17.10	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP4-669L17.10	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP4-669L17.8	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP4-669L17.8	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP4-669L17.8	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP4-669L17.8	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP4-669L17.8	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP4-669L17.8	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP4-669L17.8	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP4-669L17.8	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP4-669L17.8	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP4-669L17.8	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP4-669L17.8	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP4-669L17.8	0
3	chr1	13559	14480	DL487	0	0	0	0	RP4-669L17.8	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP4-669L17.8	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	CICP7	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	CICP7	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	CICP7	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	CICP7	0
3	chr1	13559	14480	DL191	0	1.254	0	0	CICP7	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	CICP7	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	CICP7	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	CICP7	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	CICP7	0
3	chr1	13559	14480	DL397	0	1.126	0	0	CICP7	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	CICP7	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	CICP7	0
3	chr1	13559	14480	DL487	0	0	0	0	CICP7	0
3	chr1	13559	14480	DL3B538	0	0	0	0	CICP7	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP4-669L17.4	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP4-669L17.4	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP4-669L17.4	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP4-669L17.4	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP4-669L17.4	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP4-669L17.4	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP4-669L17.4	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP4-669L17.4	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP4-669L17.4	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP4-669L17.4	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP4-669L17.4	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP4-669L17.4	0
3	chr1	13559	14480	DL487	0	0	0	0	RP4-669L17.4	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP4-669L17.4	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	OR4F29	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	OR4F29	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	OR4F29	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	OR4F29	0
3	chr1	13559	14480	DL191	0	1.254	0	0	OR4F29	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	OR4F29	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	OR4F29	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	OR4F29	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	OR4F29	0
3	chr1	13559	14480	DL397	0	1.126	0	0	OR4F29	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	OR4F29	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	OR4F29	0
3	chr1	13559	14480	DL487	0	0	0	0	OR4F29	0
3	chr1	13559	14480	DL3B538	0	0	0	0	OR4F29	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	WBP1LP7	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	WBP1LP7	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	WBP1LP7	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	WBP1LP7	0
3	chr1	13559	14480	DL191	0	1.254	0	0	WBP1LP7	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	WBP1LP7	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	WBP1LP7	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	WBP1LP7	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	WBP1LP7	0
3	chr1	13559	14480	DL397	0	1.126	0	0	WBP1LP7	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	WBP1LP7	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	WBP1LP7	0
3	chr1	13559	14480	DL487	0	0	0	0	WBP1LP7	0
3	chr1	13559	14480	DL3B538	0	0	0	0	WBP1LP7	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	AL732372.1	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	AL732372.1	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	AL732372.1	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	AL732372.1	0
3	chr1	13559	14480	DL191	0	1.254	0	0	AL732372.1	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	AL732372.1	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	AL732372.1	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	AL732372.1	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	AL732372.1	0
3	chr1	13559	14480	DL397	0	1.126	0	0	AL732372.1	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	AL732372.1	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	AL732372.1	0
3	chr1	13559	14480	DL487	0	0	0	0	AL732372.1	0
3	chr1	13559	14480	DL3B538	0	0	0	0	AL732372.1	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP5-857K21.15	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP5-857K21.15	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP5-857K21.15	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP5-857K21.15	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP5-857K21.15	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP5-857K21.15	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP5-857K21.15	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP5-857K21.15	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP5-857K21.15	0
3	chr1	13559	14480	DL397	0	1.126	0	0	RP5-857K21.15	0
3	chr1	13559	14480	DL3A538	0	0.912	1.066	16.125	RP5-857K21.15	0
3	chr1	13559	14480	DL551	0	1.793	0.890	19.417	RP5-857K21.15	0
3	chr1	13559	14480	DL487	0	0	0	0	RP5-857K21.15	0
3	chr1	13559	14480	DL3B538	0	0	0	0	RP5-857K21.15	0
3	chr1	13559	14480	DL135	0	3.566	1.491	9.888	RP4-669L17.2	0
3	chr1	13559	14480	DL140	0	2.264	1.003	23.212	RP4-669L17.2	0
3	chr1	13559	14480	DL166	0	2.056	0	12.262	RP4-669L17.2	0
3	chr1	13559	14480	DL188	0	3.228	2.341	24.124	RP4-669L17.2	0
3	chr1	13559	14480	DL191	0	1.254	0	0	RP4-669L17.2	0
3	chr1	13559	14480	DL3A193	0	0.453	0	0	RP4-669L17.2	0
3	chr1	13559	14480	DL237	0	3.581	1.706	40.239	RP4-669L17.2	0
3	chr1	13559	14480	DL252	0	2.251	0.766	10.143	RP4-669L17.2	0
3	chr1	13559	14480	DL273	0	2.248	1.303	22.545	RP4-669L17.2	0
